name,highway,mid_lat,mid_lon,elevation_m,drainage_dist_km,infra_risk,infra_risk_score
,['residential'],19.4112352,72.8763218,28.0,0.0585339071415935,Low,29.1
,['residential'],19.411065480115532,72.87643989340661,28.0,0.08094593663302513,Low,28.8
,['residential'],19.410896649999998,72.88096785,28.0,0.26712804910482724,Low,26.0
['Tungareshwar Road'],['tertiary'],19.4112364,72.88100030000001,28.0,0.23743669177669777,Low,26.4
['Tungareshwar Road'],['tertiary'],19.41117103112589,72.88071680790242,28.0,0.22693251526227964,Low,26.6
,['residential'],19.41144775,72.8811852,28.0,0.23235105915108942,Low,26.5
['Tungareshwar Road'],['tertiary'],19.4112364,72.88100030000001,28.0,0.23743669177669777,Low,26.4
['Tungareshwar Road'],['tertiary'],19.41135671448184,72.88151375597533,28.0,0.2654130057659776,Low,26.0
,['residential'],19.411205600000002,72.876064,28.0,0.03974385632051665,Low,29.4
,['residential'],19.411436899999998,72.87618140000001,28.0,0.03225831881289358,Low,29.5
,['residential'],19.4112352,72.8763218,28.0,0.0585339071415935,Low,29.1
,['residential'],19.4109493,72.88194089999999,28.0,0.3309252026899569,Low,25.0
['Tungareshwar Road'],['tertiary'],19.411475714175708,72.88213751158291,28.0,0.30900155399619333,Low,25.4
['Tungareshwar Road'],['tertiary'],19.41135671448184,72.88151375597533,28.0,0.2654130057659776,Low,26.0
,['residential'],19.411625,72.8824005,28.0,0.2896363155488644,Low,25.7
['Tungareshwar Road'],['tertiary'],19.411489893800013,72.88326793787427,28.0,0.31489314477029506,Low,25.3
['Tungareshwar Road'],['tertiary'],19.411475714175708,72.88213751158291,28.0,0.30900155399619333,Low,25.4
,['residential'],19.41248023704126,72.88576568040283,41.0,0.40773985919864,Low,23.9
['Tungareshwar Road'],['tertiary'],19.411381670272274,72.8862971358601,41.0,0.5237203803504623,Low,22.1
['Tungareshwar Road'],['tertiary'],19.41153545070675,72.88538644114566,41.0,0.43542871347881884,Low,23.5
,['residential'],19.411436899999998,72.87618140000001,28.0,0.03225831881289358,Low,29.5
,['residential'],19.41144775,72.8811852,28.0,0.23235105915108942,Low,26.5
,['residential'],19.411818058444037,72.88125209254156,28.0,0.21015523814437592,Low,26.8
,['residential'],19.41171413369262,72.8817968013406,28.0,0.26479388615645655,Low,26.0
,['residential'],19.411695899999998,72.882649,28.0,0.2816518492666826,Low,25.8
,['residential'],19.411625,72.8824005,28.0,0.2896363155488644,Low,25.7
,['residential'],19.412254109002554,72.88251644510171,28.0,0.2194237689566606,Low,26.7
,['residential'],19.41171413369262,72.88179680134061,28.0,0.26479388615769583,Low,26.0
,['residential'],19.411818058444037,72.88125209254156,28.0,0.21015523814437592,Low,26.8
,['residential'],19.412254109002554,72.88251644510173,28.0,0.2194237689566447,Low,26.7
,['residential'],19.41199506121205,72.88094741291764,28.0,0.17146076540468083,Low,27.4
['Mumbai Delhi Highway'],['trunk'],19.4130596,72.87671865,28.0,0.0740932094117518,Low,28.9
,['residential'],19.413614633803263,72.87812052418778,28.0,0.07813879153302294,Low,28.8
,['residential'],19.413614633803263,72.87812052418778,28.0,0.07813879153302294,Low,28.8
,['residential'],19.422952471090074,72.87616317499807,81.0,0.009151695090411766,Low,29.9
,['residential'],19.4237912693523,72.87581591488625,81.0,0.03410864762612675,Low,29.5
,['residential'],19.423006729378173,72.87719194961831,81.0,0.11929561909247914,Low,28.2
,['residential'],19.423791269352296,72.87581591488625,81.0,0.03410864762612675,Low,29.5
['Mumbai Delhi Highway'],['trunk'],19.42282622075142,72.87555287521722,81.0,0.052558402200071075,Low,29.2
,['residential'],19.42769355,72.88108095,29.0,0.6182377023914493,Low,20.7
,['residential'],19.42843217521672,72.87997204861936,29.0,0.555738576289418,Low,21.7
,['residential'],19.429682565715737,72.88224236318544,29.0,0.7836167129664637,Low,18.2
,['residential'],19.42961407289385,72.875174791206,29.0,0.015828317715894838,Low,29.8
,['residential'],19.428750141855073,72.87849391196563,29.0,0.3911447717148645,Low,24.1
,['residential'],19.42843217521672,72.87997204861936,29.0,0.555738576289418,Low,21.7
,['residential'],19.430138641091045,72.88078580802058,29.0,0.6163110417419646,Low,20.8
,['residential'],19.43018694109021,72.87893508584413,29.0,0.42799314379730224,Low,23.6
,['residential'],19.42895523524865,72.87751742005183,29.0,0.2806799129334968,Low,25.8
,['residential'],19.428750141855073,72.87849391196565,29.0,0.3911447717164252,Low,24.1
,['residential'],19.430414918263693,72.87857464401813,29.0,0.387707458991747,Low,24.2
,['residential'],19.429648945329376,72.87630443161626,29.0,0.14064991002935817,Low,27.9
,['residential'],19.42895523524865,72.87751742005183,29.0,0.2806799129334968,Low,25.8
,['residential'],19.42961407289385,72.875174791206,29.0,0.015828317715894838,Low,29.8
,['residential'],19.430474783611334,72.87389424576894,30.0,0.04132907677136812,Low,29.4
,['residential'],19.429648945329372,72.87630443161625,29.0,0.14064991002781183,Low,27.9
,['residential'],19.430992250000003,72.8838676,29.0,0.9084877428259511,Low,16.4
,['residential'],19.429682565715733,72.88224236318547,29.0,0.7836167129694825,Low,18.2
,['residential'],19.431555345203453,72.88346098675238,29.0,0.847183843000537,Low,17.3
,['residential'],19.43155029044063,72.88432103610855,29.0,0.9184297689817577,Low,16.2
,['residential'],19.43148114866413,72.88019916743599,29.0,0.5000355066059188,Low,22.5
,['residential'],19.430186941090206,72.87893508584413,29.0,0.42799314379731834,Low,23.6
,['residential'],19.4304149182637,72.87857464401813,29.0,0.387707458991763,Low,24.2
,['residential'],19.431711641022353,72.88051027180245,29.0,0.5273652545774218,Low,22.1
,['residential'],19.43148114866413,72.88019916743599,29.0,0.5000355066059188,Low,22.5
,['residential'],19.432179721442147,72.88051808635748,29.0,0.5191320463351775,Low,22.2
,['residential'],19.43164468940997,72.88155710518933,29.0,0.6427543924984239,Low,20.4
,['residential'],19.431711641022353,72.88051027180248,29.0,0.5273652545805059,Low,22.1
,['residential'],19.432040143882872,72.88109844714948,29.0,0.5851192845589691,Low,21.2
,['residential'],19.431644689409968,72.88155710518933,29.0,0.6427543924984965,Low,20.4
,['residential'],19.43186484742124,72.88261507123677,29.0,0.7477438913310973,Low,18.8
,['residential'],19.430138641091048,72.8807858080206,29.0,0.6163110417445774,Low,20.8
,['residential'],19.431998913664653,72.88309519429775,29.0,0.7896923534472569,Low,18.2
,['residential'],19.431864847421235,72.88261507123677,29.0,0.7477438913314488,Low,18.8
,['residential'],19.432319720307955,72.88258614507298,29.0,0.7236941098045253,Low,19.1
,['residential'],19.43266115,72.88322165,29.0,0.7536327870512304,Low,18.7
,['residential'],19.433069669313422,72.8836628882399,29.0,0.7354365907546467,Low,19.0
,['residential'],19.432323917394086,72.88347561209972,29.0,0.7995099069069881,Low,18.0
,['residential'],19.43391105,72.8835077,29.0,0.6463514700788633,Low,20.3
,['residential'],19.433983705429664,72.88389580273632,29.0,0.6636907467340549,Low,20.0
,['residential'],19.433684436637865,72.88382270939367,29.0,0.6864429383222478,Low,19.7
,['residential'],19.4342661,72.88396595,29.0,0.6432312810829186,Low,20.4
,['residential'],19.4342127,72.8835768,29.0,0.6225528280075323,Low,20.7
,['residential'],19.433983705429664,72.88389580273632,29.0,0.6636907467340549,Low,20.0
,['residential'],19.4342661,72.88396595,29.0,0.6432312810829186,Low,20.4
,['residential'],19.43448715,72.8836599,29.0,0.6031269316564508,Low,21.0
,['residential'],19.436375521445306,72.88520718437202,55.0,0.5483531615972485,Low,21.8
,['residential'],19.434444899448,72.88645619772933,93.0,0.7707508108053257,Low,18.4
,['residential'],19.434444899447996,72.88645619772933,93.0,0.7707508108057173,Low,18.4
,['residential'],19.43579501141023,72.8869535575307,55.0,0.6165867164611857,Low,20.8
,['residential'],19.43404276023398,72.88538045386508,93.0,0.7668981238919906,Low,18.5
,['residential'],19.43545375,72.87619715,35.0,0.06004272439722328,Low,29.1
['Mumbai Delhi Highway'],['trunk'],19.4351472801976,72.87595442034427,35.0,0.07211381667693435,Low,28.9
,['residential'],19.43579501141023,72.8869535575307,55.0,0.6165867164611857,Low,20.8
,['residential'],19.4363755214453,72.885207184372,55.0,0.5483531615980307,Low,21.8
,['residential'],19.438119472705136,72.88738927422075,55.0,0.35782881083618046,Low,24.6
,['residential'],19.437975703458132,72.88356838051872,35.0,0.35458088655267567,Low,24.7
,['residential'],19.437092896963378,72.88287965476177,35.0,0.334045869163317,Low,25.0
,['residential'],19.436830483794015,72.8831618510129,35.0,0.3767247147841458,Low,24.3
['Rajni Road'],['residential'],19.325867750603233,72.80795627568034,12.0,0.020930976724950725,Medium,57.7
['MG Parulekar Marg'],['tertiary'],19.32888628805421,72.80861553093044,12.0,0.2145599748488093,Medium,54.8
,['living_street'],19.327815764320693,72.8113255786599,12.0,0.057609220426961844,Medium,57.1
,['tertiary'],19.327324448137578,72.81252347869531,12.0,0.04444039504935715,Medium,57.3
,['residential'],19.32772575,72.8053251,12.0,0.004390559702151765,Medium,57.9
['Rajni Road'],['residential'],19.326930050477042,72.806579262291,12.0,0.028167976683926732,Medium,57.6
['Rajni Road'],['residential'],19.327992424797774,72.80581779572145,12.0,0.04676897791960419,Medium,57.3
,['living_street'],19.32797916013487,72.81006749731364,12.0,0.08358818740959942,Medium,56.7
,['living_street'],19.32781576432069,72.81132557865989,12.0,0.05760922042631222,Medium,57.1
,['residential'],19.327479669936256,72.81050923303735,12.0,0.01771683214977674,Medium,57.7
['Rajni Road'],['residential'],19.327992424797774,72.80581779572145,12.0,0.04676897791960419,Medium,57.3
['Rajni Road'],['residential'],19.32812184776088,72.80583379018427,12.0,0.05150318775956219,Medium,57.2
,['living_street'],19.327890253757115,72.80720240845343,12.0,0.15082056578599756,Medium,55.7
,['living_street'],19.32806357368603,72.80764865916231,12.0,0.14977033441973361,Medium,55.8
['Rajni Road'],['residential'],19.328913570074484,72.80527597749867,12.0,0.03952782579030912,Medium,57.4
['Rajni Road'],['residential'],19.32812184776088,72.80583379018427,12.0,0.05150318775956219,Medium,57.2
,['living_street'],19.328063573686034,72.80764865916231,12.0,0.1497703344200637,Medium,55.8
['MG Parulekar Marg'],['tertiary'],19.328886288054203,72.80861553093045,12.0,0.21455997484759973,Medium,54.8
['Rajni Road'],['tertiary'],19.330531662652266,72.80409618188023,4.0,0.0869304712004365,High,84.7
['Rajni Road'],['residential'],19.328913570074484,72.80527597749867,12.0,0.03952782579030912,Medium,57.4
['Rajni Road'],['tertiary'],19.333964341561078,72.80335438974167,4.0,0.43497598393542986,High,79.5
['Rajni Road'],['tertiary'],19.330531662652266,72.80409618188023,4.0,0.0869304712004365,High,84.7
,['residential'],19.333440865559307,72.80584504411247,12.0,0.4611640532301024,Medium,51.1
['Killa Road'],['residential'],19.331903099999998,72.8109825,12.0,0.47936021830041986,Medium,50.8
['Killa Road'],['residential'],19.330814010791766,72.8156497440523,4.0,0.09224740475453741,High,84.6
,['residential'],19.3295863442745,72.81209886485324,12.0,0.2702889901048452,Medium,53.9
['Killa Road'],['residential'],19.331903099999998,72.8109825,12.0,0.47936021830041986,Medium,50.8
['Killa Road'],['residential'],19.333423311336183,72.80930374117703,12.0,0.690840191857242,Medium,47.6
,['residential'],19.33262157560376,72.81098437980897,12.0,0.5252634204447555,Medium,50.1
,['residential'],19.332621575603763,72.810984379809,12.0,0.5252634204425493,Medium,50.1
,['residential'],19.335224136923088,72.80886949507261,2.0,0.8141573550689938,High,80.8
,['residential'],19.33522817429232,72.80687841731083,2.0,0.6900995483642718,High,82.6
,['residential'],19.335511394722772,72.80656473098637,2.0,0.7030290006079571,High,82.5
,['residential'],19.335288167499947,72.80582403531028,2.0,0.6457588311539848,High,83.3
['Killa Road'],['residential'],19.335271983472005,72.80811271635494,2.0,0.7678355630647348,High,81.5
['Killa Road'],['residential'],19.333423311336187,72.80930374117702,12.0,0.6908401918579453,Medium,47.6
,['residential'],19.333440865559307,72.80584504411249,12.0,0.4611640532308162,Medium,51.1
,['residential'],19.335288167499947,72.80582403531028,2.0,0.6457588311539848,High,83.3
,['residential'],19.3356129,72.80861335,2.0,0.8314838308121332,High,80.5
['Bassein Road'],['tertiary'],19.336909482796575,72.80906723818453,2.0,0.977128556417163,High,78.3
,['residential'],19.3360536,72.80732420000001,2.0,0.794227192709429,High,81.1
,['residential'],19.33686926946725,72.80639304081966,2.0,0.8315114085132659,High,80.5
,['residential'],19.335228174292325,72.80687841731087,2.0,0.6900995483668376,High,82.6
,['residential'],19.335511394722776,72.80656473098638,2.0,0.7030290006089642,High,82.5
,['residential'],19.33700015,72.8034725,3.0,0.7721448019563654,High,77.9
['Rajni Road'],['tertiary'],19.336930839254762,72.80417527218302,3.0,0.7703513058031233,High,77.9
['Rajni Road'],['tertiary'],19.333964341561074,72.80335438974167,4.0,0.4349759839350355,High,79.5
,['residential'],19.33718825392319,72.80257715816788,3.0,0.7968534350938672,High,77.5
,['residential'],19.337062500000005,72.80725615,2.0,0.8915316409869433,High,79.6
,['residential'],19.33751665051837,72.80707198055887,2.0,0.9288876688574623,High,79.1
,['residential'],19.337522196531033,72.80671375399793,2.0,0.9122217405579419,High,79.3
,['residential'],19.337062500000005,72.80725615,2.0,0.8915316409869433,High,79.6
['Killa Road'],['tertiary'],19.337465950000002,72.80729275,2.0,0.9341619634925685,High,79.0
['Killa Road'],['tertiary'],19.336660752772612,72.80747172941261,2.0,0.8615919513296793,High,80.1
['Rajni Road'],['tertiary'],19.337719492311464,72.80540136557984,2.0,0.8830828201765824,High,79.8
['Rajni Road'],['tertiary'],19.336930839254762,72.80417527218303,3.0,0.770351305803322,High,77.9
,['residential'],19.338328085632295,72.80469593767812,3.0,0.9322561884848417,High,75.5
,['residential'],19.33700015,72.8034725,3.0,0.7721448019563654,High,77.9
,['residential'],19.337665899999998,72.80340684999999,3.0,0.8458901946268971,High,76.8
,['residential'],19.338029973467464,72.80357512336725,3.0,0.886742494853379,High,76.2
,['residential'],19.337665899999998,72.80340684999999,3.0,0.8458901946268971,High,76.8
,['residential'],19.338451559691443,72.80263940069449,3.0,0.9359045292301694,High,75.5
,['residential'],19.33718825392319,72.80257715816788,3.0,0.7968534350938672,High,77.5
['Killa Road'],['tertiary'],19.33799895,72.8071906,2.0,0.9826907551896622,High,78.3
['Killa Road'],['tertiary'],19.337465950000002,72.80729275,2.0,0.9341619634925685,High,79.0
,['residential'],19.33751665051837,72.80707198055887,2.0,0.9288876688574623,High,79.1
,['residential'],19.33822445,72.8057625,2.0,0.9480273538358931,High,78.8
['Rajni Road'],['tertiary'],19.338067494829758,72.80612404463793,2.0,0.9439101613206714,High,78.8
['Rajni Road'],['tertiary'],19.337719492311464,72.80540136557984,2.0,0.8830828201765824,High,79.8
,['residential'],19.33686926946725,72.80639304081966,2.0,0.8315114085132659,High,80.5
['Rajni Road'],['tertiary'],19.3382704,72.80652839999999,2.0,0.980674636175427,High,78.3
,['residential'],19.3384264,72.80622905,2.0,0.9853612596046223,High,78.2
['Rajni Road'],['tertiary'],19.338067494829758,72.80612404463793,2.0,0.9439101613206714,High,78.8
,['residential'],19.33752219653103,72.80671375399793,2.0,0.9122217405575832,High,79.3
['Rajni Road'],['tertiary'],19.33843475,72.8068449,2.0,1.0108251201701148,High,77.8
['Rajni Road'],['tertiary'],19.3382704,72.80652839999999,2.0,0.980674636175427,High,78.3
,['residential'],19.338602450000003,72.80658045,2.0,1.0171278158570338,High,77.7
,['residential'],19.33931018217775,72.8033353667658,3.0,1.02833121519152,High,74.1
,['residential'],19.3387020285653,72.80396596183799,3.0,0.9636483959709048,High,75.0
,['residential'],19.338029973467464,72.80357512336725,3.0,0.886742494853379,High,76.2
,['residential'],19.33868775,72.8055449,2.0,0.9910381413159551,High,78.1
,['residential'],19.33822445,72.8057625,2.0,0.9480273538358931,High,78.8
,['residential'],19.338583149999998,72.8058676,2.0,0.989515905296474,High,78.2
['Rajni Road'],['tertiary'],19.33843475,72.8068449,2.0,1.0108251201701148,High,77.8
['Killa Road'],['tertiary'],19.3391162,72.80668130000001,2.0,1.0744295674915822,High,76.9
['Killa Road'],['tertiary'],19.338330661831904,72.80708047201783,2.0,1.0107616278492428,High,77.8
,['residential'],19.33875845,72.8062811,2.0,1.022083931594259,High,77.7
,['residential'],19.338583149999998,72.8058676,2.0,0.989515905296474,High,78.2
,['residential'],19.3384264,72.80622905,2.0,0.9853612596046223,High,78.2
,['residential'],19.338602450000003,72.80658045,2.0,1.0171278158570338,High,77.7
,['residential'],19.33902335,72.80639195,2.0,1.0538896071772061,High,77.2
,['residential'],19.33875845,72.8062811,2.0,1.022083931594259,High,77.7
,['residential'],19.3389515,72.805634,2.0,1.0218626847647156,High,77.7
,['residential'],19.33891195,72.8054295,2.0,1.0120785601591293,High,77.8
,['residential'],19.33868775,72.8055449,2.0,0.9910381413159551,High,78.1
,['residential'],19.339170199999998,72.8053106,2.0,1.0370555651426232,High,77.4
,['residential'],19.33891195,72.8054295,2.0,1.0120785601591293,High,77.8
,['residential'],19.339036222784586,72.80502802687549,2.0,1.0161565721369819,High,77.8
,['residential'],19.3391184,72.80434385000001,3.0,1.013664986275759,High,74.3
,['residential'],19.339501300000002,72.80394855,3.0,1.051995202625291,High,73.7
,['residential'],19.338702028565304,72.803965961838,3.0,0.9636483959714189,High,75.0
,['residential'],19.3391118,72.80606755,2.0,1.0521103364189202,High,77.2
,['residential'],19.3389515,72.805634,2.0,1.0218626847647156,High,77.7
,['residential'],19.3392735,72.80574145,2.0,1.059463317791696,High,77.1
,['residential'],19.3392945,72.80459905000001,3.0,1.0366423467312553,High,74.0
,['residential'],19.3391184,72.80434385000001,3.0,1.013664986275759,High,74.3
,['residential'],19.3383280856323,72.80469593767815,3.0,0.9322561884857544,High,75.5
,['residential'],19.3391118,72.80606755,2.0,1.0521103364189202,High,77.2
,['residential'],19.33943625,72.8062431,2.0,1.0922736755298095,High,76.6
,['residential'],19.33902335,72.80639195,2.0,1.0538896071772061,High,77.2
,['residential'],19.3394656,72.80516705,2.0,1.065890528230948,High,77.0
,['residential'],19.339170199999998,72.8053106,2.0,1.0370555651426232,High,77.4
,['residential'],19.3394533,72.8054033,2.0,1.0699623760585857,High,77.0
,['residential'],19.339460600000002,72.8049332,3.0,1.0606055353092052,High,73.6
,['residential'],19.3392945,72.80459905000001,3.0,1.0366423467312553,High,74.0
,['residential'],19.3396996,72.80459115,3.0,1.0810736940567605,High,73.3
,['residential'],19.339036222784586,72.8050280268755,2.0,1.0161565721372796,High,77.8
,['residential'],19.339460600000002,72.8049332,3.0,1.0606055353092052,High,73.6
,['residential'],19.339878,72.80494505,3.0,1.1065005746585113,High,72.9
,['residential'],19.3394656,72.80516705,2.0,1.065890528230948,High,77.0
,['residential'],19.3396988,72.80544815,2.0,1.0976431993766853,High,76.5
,['residential'],19.339517049999998,72.80562965,2.0,1.0825912996733034,High,76.8
,['residential'],19.3394533,72.8054033,2.0,1.0699623760585857,High,77.0
,['residential'],19.3392735,72.80574145,2.0,1.059463317791696,High,77.1
,['residential'],19.3395367,72.8056995,2.0,1.0865830162444479,High,76.7
,['residential'],19.339517049999998,72.80562965,2.0,1.0825912996733034,High,76.8
,['residential'],19.339609449999998,72.80595779999999,2.0,1.1017391626314,High,76.5
,['residential'],19.3395367,72.8056995,2.0,1.0865830162444479,High,76.7
,['residential'],19.33984756812862,72.80559501840648,2.0,1.117370023445419,High,76.2
,['residential'],19.33943625,72.8062431,2.0,1.0922736755298095,High,76.6
,['residential'],19.3396968,72.806268,2.0,1.1207144168449013,High,76.2
,['residential'],19.339609449999998,72.80595779999999,2.0,1.1017391626314,High,76.5
,['residential'],19.3396968,72.806268,2.0,1.1207144168449013,High,76.2
['Killa Road'],['tertiary'],19.3398122,72.80631185,2.0,1.1343889144828976,High,76.0
['Killa Road'],['tertiary'],19.3391162,72.80668130000001,2.0,1.0744295674915822,High,76.9
,['residential'],19.340289841063274,72.80142750622456,3.0,0.9346587200583402,High,75.5
,['residential'],19.339000137939642,72.80135204814503,3.0,0.8525289268119804,High,76.7
,['residential'],19.34070500470262,72.80063062017601,3.0,0.8836819151140629,High,76.2
,['residential'],19.3396988,72.80544815,2.0,1.0976431993766853,High,76.5
,['residential'],19.3401218,72.80516495,2.0,1.1373861309354103,High,75.9
,['residential'],19.33984756812862,72.80559501840648,2.0,1.117370023445419,High,76.2
['Killa Road'],['tertiary'],19.340261950000002,72.80605345000001,2.0,1.1744015832431343,High,75.4
['Killa Road'],['tertiary'],19.3398122,72.80631185,2.0,1.1343889144828976,High,76.0
,['residential'],19.340128171292868,72.80649727242113,2.0,1.1740056925169327,High,75.4
['Bhaskar Patil Marg'],['residential'],19.34013015,72.80336,3.0,1.108093945140672,High,72.9
,['residential'],19.339501300000002,72.80394855,3.0,1.051995202625291,High,73.7
['Bhaskar Patil Marg'],['residential'],19.339960429330844,72.80406049471935,3.0,1.1037242869212427,High,72.9
,['residential'],19.34120430488404,72.79563966021534,3.0,0.44171794961847094,High,82.9
,['unclassified'],19.33780813359813,72.79316726887436,0.0,0.010000266527538191,High,99.8
,['unclassified'],19.34039434948232,72.79143473324088,0.0,0.01512521465189184,High,99.8
['Bhaskar Patil Marg'],['residential'],19.340117,72.804603,3.0,1.127181494862653,High,72.6
,['residential'],19.3396996,72.80459115,3.0,1.0810736940567605,High,73.3
['Bhaskar Patil Marg'],['residential'],19.339960429330844,72.80406049471935,3.0,1.1037242869212427,High,72.9
,['residential'],19.3402132,72.8029131,3.0,1.0706544684450205,High,73.4
,['residential'],19.339310182177744,72.80333536676578,3.0,1.0283312151907256,High,74.1
,['residential'],19.340026546800694,72.80251439032743,3.0,1.0221004419815831,High,74.2
['Bhaskar Patil Marg'],['residential'],19.340288700000002,72.8048981,3.0,1.150674382925687,High,72.2
['Bhaskar Patil Marg'],['residential'],19.340117,72.804603,3.0,1.127181494862653,High,72.6
,['residential'],19.339878,72.80494505,3.0,1.1065005746585113,High,72.9
['Bhaskar Patil Marg'],['residential'],19.34013015,72.80336,3.0,1.108093945140672,High,72.9
['Bhaskar Patil Marg'],['residential'],19.3404446,72.80282184999999,3.0,1.0754709109504272,High,73.4
,['residential'],19.3402132,72.8029131,3.0,1.0706544684450205,High,73.4
['Bhaskar Patil Marg'],['residential'],19.340436699999998,72.8052398,2.0,1.1732695613027375,High,75.4
['Bhaskar Patil Marg'],['residential'],19.340288700000002,72.8048981,3.0,1.150674382925687,High,72.2
,['residential'],19.3401218,72.80516495,2.0,1.1373861309354103,High,75.9
,['residential'],19.3406436,72.80493515,3.0,1.1902332767757964,High,71.6
,['residential'],19.34057655,72.80659564999999,2.0,1.2247575425597446,High,74.6
,['residential'],19.340576247697555,72.80679971743729,2.0,1.231678632101998,High,74.5
,['residential'],19.340128171292868,72.80649727242113,2.0,1.1740056925169327,High,75.4
['Bhaskar Patil Marg'],['residential'],19.340436699999998,72.8052398,2.0,1.1732695613027375,High,75.4
['Bhaskar Patil Marg'],['residential'],19.340554066914805,72.80564887815734,2.0,1.1951512989684103,High,75.1
,['residential'],19.340874762898206,72.80521853153898,2.0,1.2206884848563393,High,74.7
['Bhaskar Patil Marg'],['residential'],19.3404446,72.80282184999999,3.0,1.0754709109504272,High,73.4
['Bhaskar Patil Marg'],['residential'],19.3407388,72.8024694,3.0,1.059233686889942,High,73.6
,['residential'],19.34045645,72.8023029,3.0,1.027079982629888,High,74.1
['Killa Road'],['tertiary'],19.340261950000002,72.80605345000001,2.0,1.1744015832431343,High,75.4
['Bhaskar Patil Marg'],['residential'],19.340554066914805,72.80564887815734,2.0,1.1951512989684103,High,75.1
['Killa Road'],['tertiary'],19.341398992463166,72.80547400592877,2.0,1.2830540053747703,High,73.8
,['residential'],19.3404855,72.8114877,2.0,1.2308087233522786,High,74.5
,['residential'],19.340399543324857,72.8125918005106,2.0,1.1852927843643122,High,75.2
,['residential'],19.34131100032472,72.81105835710191,2.0,1.3332730209497745,High,73.0
,['residential'],19.34057655,72.80659564999999,2.0,1.2247575425597446,High,74.6
,['residential'],19.34080505,72.80664585,2.0,1.250629864951163,High,74.2
,['residential'],19.34151974418167,72.80610935650544,2.0,1.3111752476827536,High,73.3
,['residential'],19.34080505,72.80664585,2.0,1.250629864951163,High,74.2
,['residential'],19.34097428735897,72.80694448430282,2.0,1.2786746410081253,High,73.8
,['residential'],19.340576247697555,72.80679971743729,2.0,1.231678632101998,High,74.5
,['residential'],19.3406436,72.80493515,3.0,1.1902332767757964,High,71.6
,['residential'],19.341259962630126,72.80458722924018,3.0,1.252908432827828,High,70.7
,['residential'],19.34087476289821,72.805218531539,2.0,1.2206884848570028,High,74.7
,['residential'],19.34117606255454,72.80746417948602,2.0,1.3190270193333968,High,73.2
,['residential'],19.340974287358968,72.8069444843028,2.0,1.2786746410072525,High,73.8
,['residential'],19.34174117747624,72.80705531765307,2.0,1.363406161566795,High,72.5
,['residential'],19.341282200000002,72.80784135,2.0,1.3451860627774976,High,72.8
['Bassein Road'],['tertiary'],19.341868586665736,72.80763494979058,2.0,1.3976964796428244,High,72.0
,['residential'],19.34117606255454,72.80746417948602,2.0,1.3190270193333968,High,73.2
,['residential'],19.3415826,72.79998025,3.0,0.8735414208104018,High,76.4
,['residential'],19.34157555,72.80017749999999,3.0,0.8917491682814517,High,76.1
,['residential'],19.342213189304626,72.79998233660946,3.0,0.9105646621810392,High,75.8
,['residential'],19.34157555,72.80017749999999,3.0,0.8917491682814517,High,76.1
,['residential'],19.341956112808198,72.80058023489077,3.0,0.9519902182524084,High,75.2
,['residential'],19.34070500470262,72.80063062017601,3.0,0.8836819151140629,High,76.2
,['residential'],19.34131100032472,72.81105835710191,2.0,1.3332730209497745,High,73.0
,['residential'],19.341760336130342,72.80909880330289,2.0,1.442609571450545,High,71.4
,['residential'],19.34237184469607,72.81071823758307,2.0,1.3328818443172132,High,73.0
,['tertiary'],19.3425285728076,72.80303992141539,3.0,1.2176045149330978,High,71.2
,['tertiary'],19.34230438171663,72.80206677355793,3.0,1.112651255697041,High,72.8
,['residential'],19.34164615808289,72.80349357471339,3.0,1.2088944140363889,High,71.4
,['residential'],19.342787,72.80388015,3.0,1.3120102049806444,High,69.8
,['residential'],19.341519744181667,72.80610935650544,2.0,1.3111752476823706,High,73.3
,['residential'],19.34231261960426,72.80556222841744,2.0,1.3845318199209997,High,72.2
,['residential'],19.342378565796974,72.80656132759943,2.0,1.4159380810536073,High,71.8
,['residential'],19.34241355,72.80726125000001,2.0,1.441454945126998,High,71.4
,['residential'],19.34174117747624,72.80705531765307,2.0,1.363406161566795,High,72.5
,['residential'],19.342378565796974,72.80656132759943,2.0,1.4159380810536073,High,71.8
['Bhaskar Patil Marg'],['tertiary'],19.342488250000002,72.8011257,3.0,1.034556235267503,High,74.0
['Bhaskar Patil Marg'],['residential'],19.341598260803202,72.80176917560715,3.0,1.0433221139478268,High,73.9
,['tertiary'],19.34230438171663,72.80206677355793,3.0,1.112651255697041,High,72.8
,['residential'],19.34256855,72.80061710000001,3.0,0.9912363059489689,High,74.6
,['residential'],19.3419561128082,72.80058023489077,3.0,0.951990218252616,High,75.2
,['residential'],19.342500376720054,72.8008777301964,3.0,1.0118572578469485,High,74.3
,['residential'],19.34241355,72.80726125000001,2.0,1.441454945126998,High,71.4
,['residential'],19.3424701,72.80748055000001,2.0,1.4324940460615008,High,71.5
['Bassein Road'],['tertiary'],19.34377003769828,72.80696016842266,2.0,1.330200079270799,High,73.0
['Bhaskar Patil Marg'],['tertiary'],19.342488250000002,72.8011257,3.0,1.034556235267503,High,74.0
,['residential'],19.342500376720054,72.8008777301964,3.0,1.0118572578469485,High,74.3
['Bhaskar Patil Marg'],['tertiary'],19.343438703018702,72.8002905130406,3.0,1.0112247865672905,High,74.3
,['residential'],19.34281941639327,72.80343894018729,3.0,1.2722551982130508,High,70.4
,['residential'],19.34256855,72.80061710000001,3.0,0.9912363059489689,High,74.6
