date,precipitation_mm,rain_mm,latitude,longitude,elevation_m,building_count,drainage_dist_km,flood_risk,flood_risk_score,is_known_flood_event
2021-08-06,4.4,4.4,19.35,72.76,0.0,0,1.4446436358601138,Medium,31.4,False
2021-08-07,3.8,3.8,19.35,72.76,0.0,0,1.4446436358601138,Medium,31.1,False
2021-08-08,4.2,4.2,19.35,72.76,0.0,0,1.4446436358601138,Medium,31.3,False
2021-08-09,4.4,4.4,19.35,72.76,0.0,0,1.4446436358601138,Medium,31.4,False
2021-08-10,4.9,4.9,19.35,72.76,0.0,0,1.4446436358601138,Medium,31.6,False
2021-08-11,4.4,4.4,19.35,72.76,0.0,0,1.4446436358601138,Medium,31.4,False
2021-08-12,4.3,4.3,19.35,72.76,0.0,0,1.4446436358601138,Medium,31.3,False
2021-08-13,4.3,4.3,19.35,72.76,0.0,0,1.4446436358601138,Medium,31.3,False
2021-08-14,7.8,7.8,19.35,72.76,0.0,0,1.4446436358601138,Medium,33.1,False
2021-08-15,8.4,8.4,19.35,72.76,0.0,0,1.4446436358601138,Medium,33.4,False
2021-08-16,5.9,5.9,19.35,72.76,0.0,0,1.4446436358601138,Medium,32.1,False
2021-08-17,14.1,14.1,19.35,72.76,0.0,0,1.4446436358601138,Medium,36.2,False
2021-08-18,23.9,23.9,19.35,72.76,0.0,0,1.4446436358601138,Medium,41.1,False
2021-08-19,30.9,30.9,19.35,72.76,0.0,0,1.4446436358601138,Medium,44.6,False
2021-08-20,23.8,23.8,19.35,72.76,0.0,0,1.4446436358601138,Medium,41.1,False
2021-08-21,55.2,55.2,19.35,72.76,0.0,0,1.4446436358601138,Medium,56.8,False
2021-08-22,4.7,4.7,19.35,72.76,0.0,0,1.4446436358601138,Medium,31.5,False
2021-08-23,2.5,2.5,19.35,72.76,0.0,0,1.4446436358601138,Medium,30.4,False
2021-08-24,1.2,1.2,19.35,72.76,0.0,0,1.4446436358601138,Low,29.8,False
2021-08-25,1.5,1.5,19.35,72.76,0.0,0,1.4446436358601138,Low,29.9,False
2021-08-26,3.1,3.1,19.35,72.76,0.0,0,1.4446436358601138,Medium,30.7,False
2021-08-27,2.9,2.9,19.35,72.76,0.0,0,1.4446436358601138,Medium,30.6,False
2021-08-28,1.6,1.6,19.35,72.76,0.0,0,1.4446436358601138,Low,30.0,False
2021-08-29,1.7,1.7,19.35,72.76,0.0,0,1.4446436358601138,Medium,30.0,False
2021-08-30,5.2,5.2,19.35,72.76,0.0,0,1.4446436358601138,Medium,31.8,False
2021-08-31,85.6,85.6,19.35,72.76,0.0,0,1.4446436358601138,High,72.0,False
2021-09-01,12.8,12.8,19.35,72.76,0.0,0,1.4446436358601138,Medium,35.6,False
2021-09-02,4.3,4.3,19.35,72.76,0.0,0,1.4446436358601138,Medium,31.3,False
2021-09-03,14.3,14.3,19.35,72.76,0.0,0,1.4446436358601138,Medium,36.3,False
2021-09-04,11.6,11.6,19.35,72.76,0.0,0,1.4446436358601138,Medium,35.0,False
2021-09-05,6.9,6.9,19.35,72.76,0.0,0,1.4446436358601138,Medium,32.6,False
2021-09-06,7.7,7.7,19.35,72.76,0.0,0,1.4446436358601138,Medium,33.0,False
2021-09-07,35.1,35.1,19.35,72.76,0.0,0,1.4446436358601138,Medium,46.7,False
2021-09-08,147.8,147.8,19.35,72.76,0.0,0,1.4446436358601138,High,89.2,False
2021-09-09,5.5,5.5,19.35,72.76,0.0,0,1.4446436358601138,Medium,31.9,False
2021-09-10,7.7,7.7,19.35,72.76,0.0,0,1.4446436358601138,Medium,33.0,False
2021-09-11,40.7,40.7,19.35,72.76,0.0,0,1.4446436358601138,Medium,49.5,False
2021-09-12,14.3,14.3,19.35,72.76,0.0,0,1.4446436358601138,Medium,36.3,False
2021-09-13,29.2,29.2,19.35,72.76,0.0,0,1.4446436358601138,Medium,43.8,False
2021-09-14,7.5,7.5,19.35,72.76,0.0,0,1.4446436358601138,Medium,32.9,False
2021-09-15,5.7,5.7,19.35,72.76,0.0,0,1.4446436358601138,Medium,32.0,False
2021-09-16,3.4,3.4,19.35,72.76,0.0,0,1.4446436358601138,Medium,30.9,False
2021-09-17,3.4,3.4,19.35,72.76,0.0,0,1.4446436358601138,Medium,30.9,False
2021-09-18,2.7,2.7,19.35,72.76,0.0,0,1.4446436358601138,Medium,30.5,False
2021-09-19,6.4,6.4,19.35,72.76,0.0,0,1.4446436358601138,Medium,32.4,False
2021-09-20,8.0,8.0,19.35,72.76,0.0,0,1.4446436358601138,Medium,33.2,False
2021-09-21,11.5,11.5,19.35,72.76,0.0,0,1.4446436358601138,Medium,34.9,False
2021-09-22,11.4,11.4,19.35,72.76,0.0,0,1.4446436358601138,Medium,34.9,False
2021-09-23,4.5,4.5,19.35,72.76,0.0,0,1.4446436358601138,Medium,31.4,False
2021-09-24,1.4,1.4,19.35,72.76,0.0,0,1.4446436358601138,Low,29.9,False
2021-09-25,2.0,2.0,19.35,72.76,0.0,0,1.4446436358601138,Medium,30.2,False
2021-09-26,2.4,2.4,19.35,72.76,0.0,0,1.4446436358601138,Medium,30.4,False
2021-09-27,28.5,28.5,19.35,72.76,0.0,0,1.4446436358601138,Medium,43.4,False
2021-09-28,16.9,16.9,19.35,72.76,0.0,0,1.4446436358601138,Medium,37.6,False
2021-09-29,34.9,34.9,19.35,72.76,0.0,0,1.4446436358601138,Medium,46.6,False
2021-09-30,3.8,3.8,19.35,72.76,0.0,0,1.4446436358601138,Medium,31.1,False
2021-10-01,0.5,0.5,19.35,72.76,0.0,0,1.4446436358601138,Low,29.4,False
2021-10-02,0.7,0.7,19.35,72.76,0.0,0,1.4446436358601138,Low,29.5,False
2021-10-03,0.5,0.5,19.35,72.76,0.0,0,1.4446436358601138,Low,29.4,False
2021-10-04,0.3,0.3,19.35,72.76,0.0,0,1.4446436358601138,Low,29.3,False
2021-10-05,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-10-06,8.2,8.2,19.35,72.76,0.0,0,1.4446436358601138,Medium,33.3,False
2021-10-07,1.3,1.3,19.35,72.76,0.0,0,1.4446436358601138,Low,29.8,False
2021-10-08,7.5,7.5,19.35,72.76,0.0,0,1.4446436358601138,Medium,32.9,False
2021-10-09,5.5,5.5,19.35,72.76,0.0,0,1.4446436358601138,Medium,31.9,False
2021-10-10,1.8,1.8,19.35,72.76,0.0,0,1.4446436358601138,Medium,30.1,False
2021-10-11,8.8,8.8,19.35,72.76,0.0,0,1.4446436358601138,Medium,33.6,False
2021-10-12,0.5,0.5,19.35,72.76,0.0,0,1.4446436358601138,Low,29.4,False
2021-10-13,0.9,0.9,19.35,72.76,0.0,0,1.4446436358601138,Low,29.6,False
2021-10-14,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-10-15,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-10-16,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-10-17,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-10-18,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-10-19,0.6,0.6,19.35,72.76,0.0,0,1.4446436358601138,Low,29.5,False
2021-10-20,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-10-21,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-10-22,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-10-23,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-10-24,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-10-25,0.1,0.1,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-10-26,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-10-27,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-10-28,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-10-29,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-10-30,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-10-31,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-01,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-02,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-03,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-04,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-05,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-06,0.1,0.1,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-07,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-08,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-09,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-10,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-11,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-12,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-13,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-14,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-15,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-16,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-17,2.4,2.4,19.35,72.76,0.0,0,1.4446436358601138,Medium,30.4,False
2021-11-18,3.9,3.9,19.35,72.76,0.0,0,1.4446436358601138,Medium,31.1,False
2021-11-19,2.5,2.5,19.35,72.76,0.0,0,1.4446436358601138,Medium,30.4,False
2021-11-20,1.9,1.9,19.35,72.76,0.0,0,1.4446436358601138,Medium,30.1,False
2021-11-21,10.3,10.3,19.35,72.76,0.0,0,1.4446436358601138,Medium,34.3,False
2021-11-22,1.4,1.4,19.35,72.76,0.0,0,1.4446436358601138,Low,29.9,False
2021-11-23,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-24,0.2,0.2,19.35,72.76,0.0,0,1.4446436358601138,Low,29.3,False
2021-11-25,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-26,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-27,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-28,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-29,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-11-30,0.3,0.3,19.35,72.76,0.0,0,1.4446436358601138,Low,29.3,False
2021-12-01,39.1,39.1,19.35,72.76,0.0,0,1.4446436358601138,Medium,48.7,False
2021-12-02,56.9,56.9,19.35,72.76,0.0,0,1.4446436358601138,Medium,57.6,False
2021-12-03,0.4,0.4,19.35,72.76,0.0,0,1.4446436358601138,Low,29.4,False
2021-12-04,0.1,0.1,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-05,0.6,0.6,19.35,72.76,0.0,0,1.4446436358601138,Low,29.5,False
2021-12-06,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-07,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-08,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-09,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-10,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-11,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-12,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-13,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-14,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-15,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-16,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-17,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-18,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-19,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-20,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-21,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-22,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-23,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-24,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-25,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-26,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-27,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-28,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-29,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-30,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2021-12-31,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-01,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-02,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-03,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-04,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-05,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-06,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-07,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-08,1.7,1.7,19.35,72.76,0.0,0,1.4446436358601138,Medium,30.0,False
2022-01-09,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-10,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-11,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-12,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-13,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-14,0.1,0.1,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-15,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-16,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-17,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-18,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-19,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-20,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-21,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-22,1.8,1.8,19.35,72.76,0.0,0,1.4446436358601138,Medium,30.1,False
2022-01-23,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-24,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-25,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-26,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-27,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-28,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-29,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-30,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-01-31,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-01,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-02,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-03,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-04,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-05,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-06,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-07,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-08,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-09,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-10,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-11,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-12,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-13,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-14,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-15,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-16,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-17,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-18,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-19,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-20,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-21,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-22,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-23,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-24,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-25,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-26,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-27,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-02-28,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-01,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-02,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-03,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-04,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-05,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-06,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-07,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-08,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-09,0.2,0.2,19.35,72.76,0.0,0,1.4446436358601138,Low,29.3,False
2022-03-10,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-11,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-12,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-13,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-14,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-15,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-16,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-17,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-18,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-19,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-20,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-21,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-22,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-23,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-24,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-25,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-26,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-27,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-28,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-29,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-30,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-03-31,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-01,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-02,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-03,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-04,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-05,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-06,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-07,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-08,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-09,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-10,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-11,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-12,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-13,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-14,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-15,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-16,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-17,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-18,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-19,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-20,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-21,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-22,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-23,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-24,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-25,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-26,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-27,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-28,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-29,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-04-30,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-01,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-02,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-03,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-04,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-05,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-06,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-07,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-08,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-09,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-10,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-11,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-12,0.1,0.1,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-13,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-14,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-15,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-16,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-17,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-18,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-19,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-20,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-21,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-22,1.3,1.3,19.35,72.76,0.0,0,1.4446436358601138,Low,29.8,False
2022-05-23,2.7,2.7,19.35,72.76,0.0,0,1.4446436358601138,Medium,30.5,False
2022-05-24,2.7,2.7,19.35,72.76,0.0,0,1.4446436358601138,Medium,30.5,False
2022-05-25,2.6,2.6,19.35,72.76,0.0,0,1.4446436358601138,Medium,30.5,False
2022-05-26,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
2022-05-27,0.0,0.0,19.35,72.76,0.0,0,1.4446436358601138,Low,29.2,False
